status,reason,overlap_pct,municipality,district,county,fgb_area
missing,no_key_match,,Saint George,Medium-Density Residential District,Chittenden,0.00012105885994419694
missing,no_key_match,,Saint George,Village Center Reserve District,Chittenden,2.0757735503489938e-05
matched,overlap_100.0pct,100.0,Hinesburg,Rural Residential District 1,Chittenden,0.0016502526019212373
matched,overlap_100.0pct,100.0,Hinesburg,Village Northeast District,Chittenden,2.938469941057963e-05
matched,overlap_100.0pct,100.0,Hinesburg,Village Northwest District,Chittenden,2.3456938260407564e-05
matched,overlap_100.0pct,100.0,Hinesburg,Commercial District,Chittenden,1.4365141517852963e-05
matched,overlap_100.0pct,100.0,Hinesburg,Industrial District 4,Chittenden,2.666403351256093e-07
matched,overlap_100.0pct,100.0,Hinesburg,Village District,Chittenden,8.96523478393156e-05
matched,overlap_100.0pct,100.0,Hinesburg,Industrial District 3,Chittenden,4.498388183353278e-06
matched,overlap_100.0pct,100.0,Hinesburg,Agricultural District,Chittenden,0.004683252147322933
matched,overlap_100.0pct,100.0,Hinesburg,Residential 2 District,Chittenden,7.431026363340705e-06
matched,overlap_100.0pct,100.0,Hinesburg,Residential 1 District,Chittenden,4.583876059529416e-05
matched,overlap_100.0pct,100.0,Hinesburg,Industrial District 2,Chittenden,3.817963319391625e-06
matched,overlap_100.0pct,100.0,Hinesburg,Shoreline,Chittenden,0.0001333602720983664
missing,no_key_match,,Saint George,Low-Density Residential District,Chittenden,0.000200464802131909
missing,no_key_match,,Saint George,Rural Development District,Chittenden,0.0006164881365318552
matched,overlap_99.5pct,99.49,Williston,Gateway South Zoning District,Chittenden,5.289557001805081e-05
matched,overlap_99.4pct,99.41,Williston,Village Center Zoning District,Chittenden,0.0001592407355631822
matched,overlap_98.5pct,98.48,Williston,Agriculture/Rural Residential Zoning District,Chittenden,0.005937911801878081
matched,overlap_100.0pct,100.0,Richmond,Shoreline Protection Overlay District,Chittenden,9.627046664891517e-05
matched,overlap_100.0pct,100.0,Richmond,Industrial/Commercial District,Chittenden,6.588094396804006e-05
matched,overlap_100.0pct,100.0,Richmond,Mobile Home Park District,Chittenden,5.077323703052337e-05
matched,overlap_100.0pct,100.0,Richmond,Gateway Residential/Commercial District,Chittenden,3.062090105456885e-05
matched,overlap_100.0pct,100.0,Richmond,High Density Residential District,Chittenden,0.0004990094790691912
matched,overlap_100.0pct,100.0,Richmond,Commercial District,Chittenden,3.8164995253414834e-05
matched,overlap_100.0pct,100.0,Richmond,Village Downtown District,Chittenden,1.4660583559646423e-06
matched,overlap_100.0pct,100.0,Richmond,Jolina Court District,Chittenden,2.5856302240338167e-06
matched,overlap_100.0pct,100.0,Richmond,Village Residential/Commercial District,Chittenden,2.0570659632727317e-05
matched,overlap_100.0pct,100.0,Richmond,Village Commercial District,Chittenden,1.0370559147419674e-05
matched,overlap_100.0pct,100.0,Richmond,Agricultural/Residential District,Chittenden,0.008198384749206339
matched,overlap_100.0pct,100.0,Richmond,Flood Hazard Overlay District,Chittenden,0.0008289108790999804
missing,no_key_match,,Huntington,Village Center District,Chittenden,0.00011925964731850219
missing,no_key_match,,Huntington,Groundwater Protection Overlay District,Chittenden,0.00016546274670245931
matched,overlap_100.0pct,100.0,Hinesburg,Rural Residential District 2,Chittenden,0.0032267670264838877
matched,overlap_100.0pct,100.0,Hinesburg,Industrial District 1,Chittenden,0.00020756798166839848
matched,overlap_100.0pct,100.0,Starksboro,Flood Hazard Overlay District,Addison,0.00025155423830849286
missing,no_key_match,,Huntington,Flood Hazard Areas,Chittenden,0.00019781904518473232
missing,no_key_match,,Huntington,Neighborhood District,Chittenden,0.00043962839853295285
missing,no_key_match,,Huntington,Rural Residential District,Chittenden,0.0062656259522661266
missing,no_key_match,,Huntington,Woodland District,Chittenden,0.0012510920419085423
matched,overlap_100.0pct,100.0,Buels Gore,Design Review,Chittenden,4.343956129860979e-05
matched,overlap_100.0pct,100.0,Buels Gore,Forestry And Conservation Two,Chittenden,2.144637282712945e-06
matched,overlap_100.0pct,100.0,Buels Gore,Forestry And Conservation One,Chittenden,0.0004541135328967261
matched,overlap_100.0pct,100.0,Starksboro,High Density Residential And Commercial,Addison,0.0003230777512200702
matched,overlap_100.0pct,100.0,Starksboro,Low Density Residential And Commercial,Addison,0.001916724264444261
matched,overlap_100.0pct,100.0,Starksboro,Forestry And Conservation,Addison,0.007781625508128095
matched,overlap_100.0pct,100.0,Starksboro,"Agricultural, Scenic, Rural Residential Corridors",Addison,0.0018724462620284645
matched,overlap_100.0pct,100.0,Starksboro,Medium Density Residential And Commercial,Addison,7.85243390906538e-05
matched,overlap_100.0pct,100.0,Starksboro,Watershed Protection,Addison,5.563855306203214e-05
matched,overlap_99.2pct,99.18,Bristol,Bristol Pond Camp,Addison,1.1766280248708844e-05
matched,overlap_100.0pct,100.0,Monkton,High Density Village District,Addison,2.4787863357071122e-05
matched,overlap_100.0pct,100.0,Monkton,Flood Hazard Overlay District,Addison,0.0006865929565177432
matched,overlap_100.0pct,100.0,Monkton,Rural Agricultural District Village,Addison,1.0114982898208636e-05
matched,overlap_100.0pct,100.0,Monkton,Monkton Pond Overlay District,Addison,0.00010184493431984508
matched,overlap_100.0pct,100.0,Monkton,Medium Density Rural Agricultural District,Addison,0.0007154495047634791
matched,overlap_100.0pct,100.0,Monkton,Low Density Rural Agricultural District,Addison,0.007987700531199507
matched,overlap_100.0pct,100.0,Monkton,Natural Heritage Protection Overlay District,Addison,0.0006987869577116766
matched,overlap_100.0pct,100.0,Monkton,Conservation District - Prohibited,Addison,0.001699278996136887
matched,overlap_100.0pct,100.0,Monkton,Ridgeline Overlay District,Addison,0.0015480205806026304
matched,overlap_99.4pct,99.45,New Haven,Neighborhood Commercial District,Addison,7.799073532449448e-05
matched,overlap_99.8pct,99.76,New Haven,Rural Agricultural (Ra-10) District,Addison,0.006168417474601498
matched,overlap_99.3pct,99.33,New Haven,Flood Hazard District,Addison,0.0010774398491334798
matched,overlap_99.5pct,99.49,New Haven,Rural Agricultural (Ra-2) District,Addison,0.0021056406603624485
matched,overlap_99.1pct,99.07,New Haven,Industrial District,Addison,0.00024970363154424316
matched,overlap_99.4pct,99.42,New Haven,Rural Agricultural (Ra-5) District,Addison,0.000721923496087442
matched,overlap_99.8pct,99.79,New Haven,Forest District,Addison,0.0011173066481610884
matched,overlap_100.0pct,100.0,Middlebury,General Commercial District,Addison,4.465602543536006e-05
matched,overlap_100.0pct,100.0,Middlebury,Industrial District,Addison,0.0001603912458310665
matched,overlap_99.9pct,99.87,Bristol,Rural Agriculture1,Addison,0.0001019812033820789
matched,overlap_94.1pct,94.08,Bristol,Rural Agriculture5,Addison,0.005275861684698174
matched,overlap_99.6pct,99.59,Bristol,Conservation,Addison,0.006150624678409468
matched,overlap_99.9pct,99.91,Bristol,Commercial,Addison,0.00018597234483764492
matched,overlap_100.0pct,100.0,Bristol,Recreational,Addison,5.42609738803789e-06
matched,overlap_99.8pct,99.78,Bristol,"Residential, Office, Commercial",Addison,2.073963068317377e-05
matched,overlap_99.9pct,99.88,Bristol,Rural Agriculture2,Addison,0.0005220960022564068
matched,overlap_100.0pct,99.97,Bristol,Village Business,Addison,7.564413217928656e-06
matched,overlap_99.5pct,99.45,Bristol,Downtown Design Review Overlay,Addison,8.76514074703456e-06
matched,overlap_99.9pct,99.87,Bristol,High Density Residential,Addison,0.00014670588499947812
matched,overlap_99.7pct,99.74,Bristol,Village Residential,Addison,0.00011201704540493663
matched,overlap_99.9pct,99.86,Bristol,Village Mixed,Addison,0.00013132071098078237
matched,overlap_99.1pct,99.15,Lincoln,Viewshed Overlay Area,Addison,0.007870102542613777
matched,overlap_99.6pct,99.6,Lincoln,Outlying,Addison,0.005168871716244402
matched,overlap_95.5pct,95.46,Lincoln,Transitional,Addison,0.0021474751391305173
matched,overlap_99.5pct,99.47,Lincoln,Village,Addison,0.0006438788671434754
matched,overlap_97.8pct,97.8,Lincoln,River Overlay Area,Addison,7.484238838658244e-05
matched,overlap_97.1pct,97.08,Lincoln,Flood Hazard Overlay Area,Addison,0.00011852646613195039
matched,overlap_100.0pct,100.0,Ripton,Neighborhood Commercial,Addison,1.3458755323796898e-05
matched,overlap_100.0pct,100.0,Ripton,Historic District,Addison,2.0260623638854163e-05
matched,overlap_100.0pct,100.0,Ripton,High Density Residential,Addison,7.73058208405401e-05
matched,overlap_100.0pct,100.0,Ripton,Medium Density Residential,Addison,0.0001986492411410479
matched,overlap_100.0pct,100.0,Ripton,Institutional,Addison,0.00011069695153745553
matched,overlap_100.0pct,100.0,Ripton,Rural Residential,Addison,0.0016834219804403147
matched,overlap_100.0pct,100.0,Ripton,Conservation,Addison,0.0007939372690173006
matched,overlap_100.0pct,100.0,Ripton,Flood And River Corridor Overlay Zone,Addison,6.948033624434917e-05
matched,overlap_100.0pct,100.0,Ripton,Flood Hazard Overlay Zone,Addison,5.447044185117748e-05
matched,overlap_100.0pct,100.0,Ripton,Low Density Residential,Addison,0.001366429714326385
matched,overlap_100.0pct,100.0,Ripton,Rare Species Overlay Zone,Addison,5.646244870352423e-05
matched,overlap_98.3pct,98.26,Leicester,Lake Shore Districts: L1,Addison,4.960919573061003e-05
matched,overlap_99.7pct,99.66,Leicester,Lake Shore Districts: L2,Addison,0.0007120590383097994
matched,overlap_99.4pct,99.41,Salisbury,Medium Density Residential,Addison,0.00027421596584871726
matched,overlap_99.2pct,99.22,Salisbury,High Density Residential,Addison,0.0001392611490185065
matched,overlap_99.6pct,99.59,Salisbury,Low Density Residential,Addison,0.0034577488524792288
matched,overlap_99.8pct,99.76,Salisbury,Forest,Addison,0.0006896586512153775
matched,overlap_98.0pct,98.01,Salisbury,Lake Shore 1,Addison,4.419574831834547e-05
matched,overlap_99.4pct,99.37,Salisbury,Lake Shore 2,Addison,0.0002056237872202175
matched,overlap_100.0pct,100.0,Middlebury,Airport District,Addison,0.00010378401277618413
matched,overlap_100.0pct,100.0,Middlebury,Forest/Conservation District,Addison,0.001820151240765272
matched,overlap_100.0pct,100.0,Middlebury,Residential 2 District,Addison,0.0004907066028557367
matched,overlap_100.0pct,100.0,Middlebury,Fluvial Erosion Hazard Overlay,Addison,0.00010618474526259801
matched,overlap_99.3pct,99.28,Salisbury,Commercial,Addison,3.475368725990239e-05
matched,overlap_100.0pct,100.0,Middlebury,Protected Highway District,Addison,0.00010919375595975317
matched,overlap_100.0pct,100.0,Middlebury,Special Flood Hazard Area,Addison,0.001190315229408687
matched,overlap_100.0pct,100.0,Middlebury,Mixed Use District,Addison,0.00010400841635185846
matched,overlap_100.0pct,100.0,Middlebury,Agricultural/Rural District,Addison,0.0058749676920831695
matched,overlap_100.0pct,100.0,Middlebury,Residential 20 District,Addison,0.00019403854950298898
matched,overlap_100.0pct,100.0,Middlebury,Residential 12 District,Addison,3.057938025994297e-05
matched,overlap_100.0pct,100.0,Middlebury,Residential 4 District,Addison,0.00012212159061585933
matched,overlap_100.0pct,100.0,Middlebury,Residential 8 District,Addison,9.15641641005499e-05
matched,overlap_100.0pct,100.0,Middlebury,Institutional District,Addison,0.00017555246156970112
matched,overlap_100.0pct,100.0,Middlebury,Central Business District,Addison,7.73291952450082e-06
matched,overlap_100.0pct,100.0,Middlebury,Heritage Industrial District,Addison,2.266634326072461e-05
matched,overlap_96.5pct,96.5,Salisbury,Flood Hazard Overlay Areas,Addison,0.0013337864206951703
matched,overlap_99.9pct,99.92,Salisbury,Conservation,Addison,0.0015738268244109646
matched,overlap_100.0pct,100.0,Cornwall,West Cornwall Village,Addison,8.905864363529937e-05
matched,overlap_100.0pct,100.0,Shoreham,Village Commercial District,Addison,0.00014804190191883098
matched,overlap_100.0pct,100.0,Shoreham,Agricultural District,Addison,0.007014675062027485
matched,overlap_100.0pct,100.0,Cornwall,Low Density Residential,Addison,0.00586661442762196
matched,overlap_100.0pct,100.0,Cornwall,Cornwall Village,Addison,7.208586732116538e-05
matched,overlap_100.0pct,100.0,Cornwall,Conservation,Addison,0.0009272757598796343
matched,overlap_100.0pct,100.0,Cornwall,Medium Density Residential,Addison,0.0004950096540166016
matched,overlap_100.0pct,100.0,Weybridge,High Density Residential District,Addison,0.00012906318351664893
matched,overlap_100.0pct,100.0,Weybridge,Medium Density Residential District,Addison,0.0001593453107132432
matched,overlap_100.0pct,100.0,Weybridge,Flood Hazard Area District,Addison,0.0005434173922465187
matched,overlap_100.0pct,100.0,Weybridge,Neighborhood Commercial District,Addison,1.2458431796236277e-05
matched,overlap_100.0pct,100.0,Weybridge,Planned Agricultural Residential District,Addison,0.0032742987372187766
matched,overlap_100.0pct,100.0,Weybridge,Conservation District,Addison,0.00017357696620573027
matched,overlap_99.6pct,99.59,New Haven,Highway Commercial District,Addison,0.00018603829963258106
matched,overlap_100.0pct,100.0,Waltham,Habitat Overlay District,Addison,0.00026186263040163944
matched,overlap_100.0pct,100.0,Waltham,Low Density Residential District,Addison,0.0005643733510007044
matched,overlap_100.0pct,100.0,Waltham,Highway Commercial District,Addison,5.6084688973355676e-05
matched,overlap_100.0pct,100.0,Waltham,Medium Density Residential District,Addison,0.00020130557034484984
matched,overlap_100.0pct,100.0,Waltham,High Density Residential District,Addison,9.533650657157217e-06
matched,overlap_100.0pct,100.0,Waltham,Municipal District,Addison,3.4325095320185443e-07
matched,overlap_100.0pct,100.0,Waltham,Agricultural District,Addison,0.0012865948013553456
matched,overlap_100.0pct,100.0,Waltham,Flood Hazard Overlay Area,Addison,0.00018421913736764835
matched,overlap_100.0pct,100.0,Waltham,Forest District,Addison,0.00048308177533394056
matched,overlap_100.0pct,100.0,Panton,Residential 2,Addison,8.899292071754435e-05
matched,overlap_100.0pct,100.0,Panton,Flood Hazard Area,Addison,0.0001067662152404625
matched,overlap_100.0pct,100.0,Addison,Village Neighborhood Commercial District,Addison,0.0001551321751710394
matched,overlap_100.0pct,100.0,Addison,Conservation District,Addison,0.0006245192058137689
matched,overlap_100.0pct,100.0,Addison,Low Density Residential/Agricultural District,Addison,0.009313136457907328
matched,overlap_100.0pct,100.0,Addison,Flood Hazard Area Overlay District,Addison,0.00017510181066383146
matched,overlap_100.0pct,100.0,Panton,Residential 5,Addison,0.0003852024000230635
matched,overlap_100.0pct,100.0,Panton,Residential Agricultural,Addison,0.003786821697223052
matched,overlap_100.0pct,100.0,Panton,Neighborhood Commerical,Addison,7.2855043535529e-06
matched,overlap_100.0pct,100.0,Addison,Shoreland Residential District,Addison,0.000547961199416058
matched,overlap_100.0pct,100.0,Addison,Recreational District,Addison,0.00029062292638272664
matched,overlap_100.0pct,100.0,Bridport,Shoreland Planned Residential District,Addison,0.0006335836647396269
matched,overlap_100.0pct,100.0,Bridport,Village District,Addison,0.00013936682107785678
matched,overlap_100.0pct,100.0,Bridport,Residential District,Addison,0.004448563936766159
matched,overlap_100.0pct,100.0,Bridport,Conservation District,Addison,0.0015721710173699367
matched,overlap_100.0pct,100.0,Bridport,Residential Agricultural District,Addison,0.00788701485840126
matched,overlap_100.0pct,100.0,Bridport,Neighborhood Commercial District,Addison,2.9463948193307168e-05
matched,overlap_100.0pct,100.0,Shoreham,Flood Hazard Overlay District,Addison,0.00023786402676053393
matched,overlap_100.0pct,100.0,Shoreham,Low Density Residential,Addison,0.006502741713435865
matched,overlap_100.0pct,100.0,Shoreham,Village Residential District,Addison,0.0001311317073914966
matched,overlap_100.0pct,100.0,Shoreham,Medium Density Residential,Addison,2.3694313538779667e-05
matched,overlap_100.0pct,100.0,Orwell,Shoreland Overlay_lakechamplain,Addison,0.0007538021463161744
matched,overlap_100.0pct,100.0,Orwell,Conservation,Addison,0.00030454330680767286
matched,overlap_100.0pct,100.0,Orwell,Flood Hazard Overlay,Addison,0.0005311321739106256
matched,overlap_100.0pct,100.0,Orwell,Rural,Addison,0.011942905925020003
matched,overlap_100.0pct,100.0,Whiting,Low Density Residential District,Addison,0.0014808094287709563
matched,overlap_100.0pct,100.0,Whiting,Medium Density Residential District,Addison,0.0009977283394705424
matched,overlap_100.0pct,100.0,Whiting,Conservation District,Addison,0.001333843621799335
matched,overlap_100.0pct,100.0,Whiting,Commercial District,Addison,3.91228921566035e-05
matched,overlap_100.0pct,100.0,Sudbury,Agricultural Protection,Rutland,0.00024018586401535472
matched,overlap_100.0pct,100.0,Sudbury,Village Residential,Rutland,2.084429265320071e-05
matched,overlap_100.0pct,100.0,Sudbury,Lake Shore Residential,Rutland,0.0001559646219561846
matched,overlap_100.0pct,100.0,Orwell,Shoreland Overlay_sunriselake,Addison,2.1611165261001434e-05
matched,overlap_100.0pct,100.0,Orwell,Village,Addison,3.143237953452144e-05
matched,overlap_100.0pct,100.0,Orwell,Medium Density Residential,Addison,0.00026243576975844865
matched,overlap_100.0pct,100.0,Orwell,Neighborhood Commercial,Addison,5.9836498016456295e-05
low_overlap,overlap_0.0pct,0.0,Benson,Lake Shore,Rutland,0.0004402365168538274
matched,overlap_100.0pct,100.0,Hubbardton,Shoreland,Rutland,0.00042578999671982233
matched,overlap_100.0pct,100.0,Hubbardton,Commercial,Rutland,0.000109876532989075
matched,overlap_99.6pct,99.58,Castleton,"Residential 40,000 Sq. Ft.",Rutland,0.0008116567458785578
matched,overlap_99.7pct,99.73,Castleton,Recreation Commercial,Rutland,0.0001091504428906537
matched,overlap_99.5pct,99.49,Castleton,Village Commercial,Rutland,0.000171675897873176
matched,overlap_99.9pct,99.88,Castleton,Water Source Protection Area,Rutland,0.0003169531470666157
matched,overlap_99.8pct,99.79,Castleton,Industrial,Rutland,0.00023870392927831022
matched,overlap_100.0pct,100.0,Fair Haven,River Mixed Use,Rutland,6.490449673989517e-06
matched,overlap_100.0pct,100.0,Fair Haven,Downtown,Rutland,1.461750684563597e-06
matched,overlap_100.0pct,100.0,Fair Haven,Residential,Rutland,0.000367416882420832
matched,overlap_100.0pct,100.0,Fair Haven,Commercial,Rutland,0.0003232901421884203
matched,overlap_100.0pct,100.0,Fair Haven,Recreation,Rutland,2.4757781585700246e-06
matched,overlap_100.0pct,100.0,Fair Haven,Flood Hazard Area,Rutland,0.0007318103621289578
matched,overlap_100.0pct,100.0,Fair Haven,Rural,Rutland,0.0036445771000490662
matched,overlap_100.0pct,100.0,Fair Haven,Watershed,Rutland,0.00035458446611081506
matched,overlap_100.0pct,100.0,West Haven,Agricultural,Rutland,0.003130120703022617
matched,overlap_100.0pct,100.0,West Haven,Conservation,Rutland,0.005742847673392208
matched,overlap_100.0pct,100.0,West Haven,Settlement,Rutland,0.0005864054444039666
matched,overlap_99.8pct,99.81,Benson,Village,Rutland,0.00017966605427227004
matched,overlap_97.6pct,97.6,Benson,Agricultural And Rural Residential,Rutland,0.011691732031381338
matched,overlap_98.7pct,98.69,Benson,Floodplain Overlay,Rutland,0.001060712630495748
matched,overlap_99.6pct,99.6,Benson,Lake Champlain Shoreline,Rutland,0.0001700358703486597
matched,overlap_99.7pct,99.74,Pawlet,Village And Commercial,Rutland,0.00017996954995780945
matched,overlap_96.6pct,96.56,Pawlet,Forest And Agriculture,Rutland,0.004600903219512574
matched,overlap_92.9pct,92.86,Pawlet,Agriculture And Rural Residential,Rutland,0.007748756499455734
matched,overlap_99.4pct,99.37,Pawlet,River Corridor Overlay,Rutland,0.0005182197285477358
matched,overlap_99.4pct,99.36,Pawlet,Flood Hazard Overlay,Rutland,0.00047512027749985674
matched,overlap_99.9pct,99.9,Pawlet,Industrial,Rutland,0.000531661115513988
matched,overlap_99.8pct,99.79,Poultney,Lake Shore,Rutland,0.00028198854015711435
matched,overlap_99.8pct,99.79,Poultney,Future Utility District,Rutland,0.0003042746041330797
matched,overlap_99.5pct,99.48,Poultney,Village Commercial,Rutland,1.1551032190042019e-05
matched,overlap_99.5pct,99.49,Poultney,College Campus,Rutland,1.5258600732205368e-05
matched,overlap_100.0pct,100.0,Fair Haven,Industrial 1,Rutland,0.0002136296648020851
matched,overlap_99.5pct,99.5,Poultney,Village Industrial,Rutland,1.432321289891935e-05
matched,overlap_99.7pct,99.73,Poultney,Village Residential,Rutland,9.915918746771281e-05
matched,overlap_99.5pct,99.55,Poultney,Industrial,Rutland,9.463297315385576e-05
matched,overlap_99.9pct,99.93,Poultney,Agriculture/Rural Residential - 2 Acre,Rutland,0.003856853160880167
matched,overlap_99.7pct,99.68,Poultney,Rural Residential - 1 Acre,Rutland,0.00010000221736201079
matched,overlap_99.3pct,99.27,Poultney,Flood Hazard Area Overlay,Rutland,0.0006871430178783161
matched,overlap_100.0pct,99.96,Poultney,Agriculture/Rural Residential - 10 Acre,Rutland,0.004384731467721718
matched,overlap_100.0pct,99.97,Poultney,Northeast Conservation And Wildlife Habitat Overlay District,Rutland,0.0010476616798939195
matched,overlap_99.0pct,99.03,Tinmouth,Agricultural,Rutland,0.0011188530556477205
matched,overlap_99.5pct,99.49,Tinmouth,Rural Residential,Rutland,0.003300688374273665
matched,overlap_95.7pct,95.73,Tinmouth,Flood Hazard,Rutland,0.0007189975893874374
matched,overlap_99.9pct,99.94,Poultney,Agriculture/Rural Residential - 5 Acre,Rutland,0.002719879161222565
matched,overlap_99.9pct,99.87,Pawlet,Highland,Rutland,0.0007388593933165281
matched,overlap_99.9pct,99.91,Tinmouth,Protection,Rutland,0.0010744486777765074
matched,overlap_99.7pct,99.71,Tinmouth,Lakeshore,Rutland,5.0897755315477465e-05
matched,overlap_99.9pct,99.94,Wallingford,Forest And Recreation,Rutland,0.007024359991507325
matched,overlap_99.8pct,99.82,Wallingford,Agricultural And Rural Residential,Rutland,0.0046074307473964685
matched,overlap_100.0pct,100.0,Clarendon,Conservation,Rutland,0.0003028588563355032
matched,overlap_99.7pct,99.74,Wallingford,"Residential 15,000",Rutland,0.00012116658857696407
matched,overlap_99.9pct,99.93,Tinmouth,Ridgeline Protection,Rutland,0.0008349478523285894
matched,overlap_97.3pct,97.33,Tinmouth,Conservation,Rutland,0.004060694579436595
matched,overlap_100.0pct,100.0,West Rutland,Source Water Protection Overlay District,Rutland,0.00016870031711936742
matched,overlap_100.0pct,100.0,Clarendon,Agricultural And Rural Residential,Rutland,0.005426761859574841
matched,overlap_100.0pct,100.0,Clarendon,Flood Hazard Overlay,Rutland,0.0009602219635522482
matched,overlap_100.0pct,100.0,Clarendon,Residential And Commercial,Rutland,0.003305191469925362
matched,overlap_100.0pct,100.0,Clarendon,Commercial And Industrial,Rutland,0.0001852214504735557
matched,overlap_99.8pct,99.78,Rutland City,Gateway Business - Woodstock Ave,Rutland,3.992808082385086e-05
matched,overlap_99.9pct,99.86,Rutland City,Mixed Residential 1,Rutland,0.000249034767615834
matched,overlap_99.9pct,99.92,Rutland City,Planned Office Park,Rutland,0.00010856690820037115
matched,overlap_99.8pct,99.8,Rutland City,Gateway Business - South Main Street,Rutland,3.7905744282218475e-05
matched,overlap_99.6pct,99.63,Rutland City,Gateway Business - Gouger Hill,Rutland,3.878329454718032e-06
matched,overlap_99.8pct,99.83,Rutland City,Main Street Park,Rutland,1.9478085509947432e-05
matched,overlap_99.8pct,99.83,Rutland City,Industrial,Rutland,0.00022905711614280784
matched,overlap_99.7pct,99.7,Rutland City,Courthouse,Rutland,1.1892814618855657e-05
matched,overlap_99.8pct,99.76,Rutland City,Downtown Business,Rutland,3.452557542117876e-05
matched,overlap_99.6pct,99.59,Rutland City,Mixed Residential 2,Rutland,1.0029012224388404e-05
matched,overlap_99.6pct,99.64,Rutland City,Gateway Business - State & West Streets,Rutland,3.573019406690514e-05
matched,overlap_100.0pct,99.97,Rutland City,Neighborhood Business,Rutland,4.143379927457481e-06
matched,overlap_100.0pct,99.96,Rutland City,Park,Rutland,0.0003192168351756632
matched,overlap_99.9pct,99.91,Rutland City,Single-Family Residential,Rutland,0.0010102534684428095
matched,overlap_99.9pct,99.86,Rutland City,Gateway Business - Routes 4 & 7,Rutland,7.016010782380836e-06
matched,overlap_100.0pct,99.98,Rutland City,Gateway Business - 1,Rutland,3.830328096490541e-06
matched,overlap_99.5pct,99.51,Rutland City,Gateway Business - 2,Rutland,9.01083484592093e-06
matched,overlap_99.6pct,99.6,Rutland City,Gateway Business - North Main Street,Rutland,3.842296304223084e-05
matched,overlap_100.0pct,100.0,Pittsford,Conservation I,Rutland,0.0024762434650199773
matched,overlap_100.0pct,100.0,Pittsford,Commercial,Rutland,0.0005696033085654073
matched,overlap_100.0pct,100.0,Pittsford,Village,Rutland,0.0002290632677736751
matched,overlap_100.0pct,100.0,Pittsford,Rural,Rutland,0.004831729041085562
matched,overlap_100.0pct,100.0,Pittsford,Conservation Ii,Rutland,0.002901081502774604
low_overlap,overlap_89.7pct,89.73,Proctor,Recreation,Rutland,5.028460719418597e-05
matched,overlap_99.5pct,99.51,Proctor,Industrial,Rutland,2.0913620954775894e-05
matched,overlap_99.4pct,99.35,Proctor,Commercial,Rutland,8.319185882125631e-06
matched,overlap_99.9pct,99.86,Proctor,Forest/Residential,Rutland,0.000722045117569197
matched,overlap_99.9pct,99.94,Proctor,Forest,Rutland,0.0007325382823953293
matched,overlap_99.4pct,99.42,Proctor,Residential,Rutland,0.0002679138828629811
matched,overlap_98.1pct,98.06,Proctor,Flood Hazard,Rutland,0.0003712423667344124
matched,overlap_98.7pct,98.71,Proctor,Agricultural,Rutland,0.0002368582391267336
matched,overlap_99.1pct,99.14,Proctor,Ag-Commercial,Rutland,1.4966122557385791e-05
matched,overlap_100.0pct,100.0,Rutland City,Campus Development,Rutland,5.2989250187298244e-05
matched,overlap_100.0pct,100.0,West Rutland,Commercial,Rutland,5.910215913636525e-05
matched,overlap_100.0pct,100.0,West Rutland,Neighborhood Residential 1,Rutland,0.0002199508144573893
matched,overlap_100.0pct,100.0,West Rutland,Conservation 1,Rutland,0.0001701782944684708
matched,overlap_100.0pct,100.0,West Rutland,Industrial,Rutland,0.000148130974775121
matched,overlap_100.0pct,100.0,West Rutland,Rural Residential - Agricultural,Rutland,0.0021989304794776485
matched,overlap_100.0pct,100.0,West Rutland,Fema Special Flood Hazard Areas,Rutland,0.0005293498618393521
matched,overlap_100.0pct,100.0,West Rutland,Conservation 2,Rutland,0.0021579966620724205
matched,overlap_100.0pct,100.0,West Rutland,Ridgeline Overlay District,Rutland,0.0026699589782171193
matched,overlap_100.0pct,100.0,West Rutland,Village,Rutland,6.432903631638957e-05
matched,overlap_99.4pct,99.39,Castleton,"Residential 20,000 Sq. Ft.",Rutland,7.89949236462632e-05
matched,overlap_99.8pct,99.83,Castleton,College Campus,Rutland,2.4219768467314342e-05
matched,overlap_98.9pct,98.86,Castleton,Rural Residential 2 Acres,Rutland,0.007952575513858605
matched,overlap_99.3pct,99.29,Castleton,Flood Hazard Area Overlay,Rutland,0.0017832414775264854
matched,overlap_99.9pct,99.94,Castleton,Rural Residential 5 Acres,Rutland,0.0006979183472470279
matched,overlap_100.0pct,100.0,Hubbardton,Flood Hazard Area,Rutland,0.0005800821607604524
matched,overlap_100.0pct,100.0,Hubbardton,Rural Residential,Rutland,0.006625666700224618
matched,overlap_100.0pct,100.0,Hubbardton,Conservation,Rutland,0.0004728842182513003
matched,overlap_100.0pct,100.0,Hubbardton,Highlands,Rutland,0.000526802573885559
matched,overlap_100.0pct,100.0,Pittsford,Industrial,Rutland,0.001802231690947429
matched,overlap_100.0pct,100.0,Brandon,High Density Multi-Use,Rutland,0.00024936211108836294
matched,overlap_100.0pct,100.0,Brandon,Rural Development,Rutland,0.010189672926877372
matched,overlap_100.0pct,100.0,Brandon,Central Business District,Rutland,1.278819945392373e-05
matched,overlap_100.0pct,100.0,Sudbury,Flood Hazard Overlay,Rutland,0.0005776981373484811
matched,overlap_100.0pct,100.0,Sudbury,Rural Residential,Rutland,0.005286665428518505
matched,overlap_100.0pct,100.0,Sudbury,Conservation,Rutland,0.0009381079893378279
matched,overlap_99.9pct,99.95,Leicester,Industrial District,Addison,4.379665131474754e-05
